Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,723,N/A,N/A,N/A,0.011,0.025,0.011,0.026,0.012,0.030
,,724,N/A,N/A,N/A,0.011,0.025,0.011,0.025,0.012,0.030
,,725,N/A,N/A,N/A,0.011,0.025,0.011,0.025,0.011,0.029
,,726,N/A,N/A,N/A,0.011,0.025,0.011,0.025,0.011,0.029
,,727,N/A,N/A,N/A,0.011,0.025,0.010,0.025,0.011,0.028
,,728,N/A,N/A,N/A,0.011,0.025,0.010,0.025,0.011,0.028
,,729,N/A,N/A,N/A,0.010,0.025,0.010,0.025,0.011,0.028
,,730,N/A,N/A,N/A,0.010,0.024,0.010,0.025,0.011,0.028
,,731,N/A,N/A,N/A,0.010,0.024,0.010,0.025,0.011,0.028
,,732,N/A,N/A,N/A,0.010,0.024,0.010,0.024,0.011,0.028
,,733,N/A,N/A,N/A,0.010,0.024,0.010,0.024,0.011,0.028
,,734,N/A,N/A,N/A,0.010,0.024,0.010,0.024,0.011,0.028
,,735,N/A,N/A,N/A,0.010,0.023,0.010,0.024,0.011,0.028
,,736,N/A,N/A,N/A,0.010,0.023,0.010,0.024,0.011,0.028
,,737,N/A,N/A,N/A,0.009,0.023,0.010,0.024,0.011,0.028
,,738,N/A,N/A,N/A,0.009,0.023,0.010,0.024,0.011,0.028
,,739,N/A,N/A,N/A,0.009,0.022,0.010,0.023,0.011,0.027
,,740,N/A,N/A,N/A,0.009,0.022,0.009,0.023,0.010,0.027
,,741,N/A,N/A,N/A,0.009,0.022,0.009,0.023,0.010,0.027
,,742,N/A,N/A,N/A,0.009,0.022,0.009,0.022,0.010,0.027
,,743,N/A,N/A,N/A,0.009,0.022,0.009,0.022,0.010,0.027
,,744,N/A,N/A,N/A,0.009,0.022,0.009,0.021,0.010,0.026
,,745,N/A,N/A,N/A,0.009,0.021,0.009,0.021,0.010,0.026
,,746,N/A,N/A,N/A,0.009,0.021,0.008,0.021,0.010,0.026
,,747,N/A,N/A,N/A,0.008,0.021,0.008,0.020,0.010,0.026
,,748,N/A,N/A,N/A,0.008,0.020,0.008,0.020,0.010,0.025
,,749,N/A,N/A,N/A,0.008,0.019,0.008,0.019,0.009,0.025
,,750,N/A,N/A,N/A,0.008,0.019,0.008,0.019,0.009,0.024
,,751,N/A,N/A,N/A,0.007,0.018,0.007,0.018,0.009,0.024
,,752,N/A,N/A,N/A,0.007,0.018,0.007,0.018,0.009,0.023
,,753,N/A,N/A,N/A,0.007,0.018,0.007,0.017,0.009,0.023
,,754,N/A,N/A,N/A,0.007,0.017,0.007,0.017,0.008,0.022
,,755,N/A,N/A,N/A,0.007,0.017,0.006,0.016,0.008,0.021
,,756,N/A,N/A,N/A,0.007,0.016,0.006,0.015,0.008,0.020
,,757,N/A,N/A,N/A,0.006,0.016,0.006,0.015,0.007,0.020
,,758,N/A,N/A,N/A,0.006,0.015,0.006,0.015,0.007,0.019
,,759,N/A,N/A,N/A,0.006,0.016,0.006,0.015,0.007,0.019
,,760,N/A,N/A,N/A,0.006,0.016,0.006,0.015,0.007,0.019
,,761,N/A,N/A,N/A,0.006,0.016,0.006,0.015,0.007,0.019
,,762,N/A,N/A,N/A,0.006,0.015,0.006,0.015,0.007,0.018
,,763,N/A,N/A,N/A,0.006,0.015,0.006,0.015,0.007,0.018
,,764,N/A,N/A,N/A,0.006,0.015,0.006,0.015,0.007,0.018
,,765,N/A,N/A,N/A,0.006,0.015,0.006,0.015,0.007,0.018
,,766,N/A,N/A,N/A,0.006,0.015,0.006,0.015,0.007,0.018
,,767,N/A,N/A,N/A,0.006,0.015,0.006,0.015,0.007,0.018
,,768,N/A,N/A,N/A,0.006,0.015,0.006,0.014,0.006,0.017
,,769,N/A,N/A,N/A,0.006,0.014,0.005,0.013,0.006,0.017
,,770,N/A,N/A,N/A,0.006,0.014,0.005,0.012,0.006,0.017
,,771,N/A,N/A,N/A,0.005,0.014,0.005,0.012,0.006,0.017
,,772,N/A,N/A,N/A,0.005,0.014,0.005,0.012,0.006,0.017
,,773,N/A,N/A,N/A,0.006,0.014,0.005,0.012,0.006,0.017
,,774,N/A,N/A,N/A,0.005,0.014,0.005,0.012,0.006,0.016
,,775,N/A,N/A,N/A,0.005,0.013,0.005,0.012,0.006,0.016
,,776,N/A,N/A,N/A,0.005,0.012,0.005,0.013,0.006,0.016
,,777,N/A,N/A,N/A,0.005,0.012,0.005,0.013,0.005,0.015
,,778,N/A,N/A,N/A,0.004,0.010,0.005,0.012,0.005,0.014
,,779,N/A,N/A,N/A,0.003,0.008,0.004,0.011,0.005,0.013
,,780,N/A,N/A,N/A,0.003,0.008,0.004,0.011,0.005,0.012
,,PPFD (400 - 700 nm),104.49,98.756,95.603,N/A,95.603,N/A,96.175,N/A,104.49
,,PPFD FR (701 - 780 nm),2.3858,2.1523,2.0344,N/A,2.0344,N/A,2.0367,N/A,2.3858
,,PPFD R (600 - 700 nm),68.419,65.133,63.334,N/A,63.334,N/A,63.647,N/A,68.419
,,PPFD G (500 - 599 nm),7.2427,6.3616,5.8870,N/A,5.8870,N/A,5.9552,N/A,7.2427
,,PPFD B (400 - 499 nm),28.833,27.266,26.386,N/A,26.386,N/A,26.578,N/A,28.833
,,PPFD UV (380 - 399 nm),0.0906,0.0775,0.0665,N/A,0.0755,N/A,0.0665,N/A,0.0906
,,YPFD (400 - 700 nm),90.786,85.808,83.060,N/A,83.060,N/A,83.577,N/A,90.786
,,YPFD (380 - 780 nm),91.310,86.287,83.519,N/A,83.519,N/A,84.032,N/A,91.310
,,YPFD FR (701 - 780 nm),0.4701,0.4330,0.4135,N/A,0.4135,N/A,0.4153,N/A,0.4701
,,YPFD R (600 - 700 nm),63.279,60.228,58.543,N/A,58.543,N/A,58.861,N/A,63.279
,,YPFD G (500 - 599 nm),6.4085,5.6282,5.2077,N/A,5.2077,N/A,5.2684,N/A,6.4085
,,YPFD B (400 - 499 nm),21.106,19.959,19.317,N/A,19.317,N/A,19.455,N/A,21.106
,,YPFD UV (380 - 399 nm),0.0534,0.0458,0.0391,N/A,0.0449,N/A,0.0391,N/A,0.0534
,,R/B,2.40,2.39,2.37,N/A,2.40,N/A,2.39,N/A,2.37
,,R/FR,31.25,30.35,28.68,N/A,31.13,N/A,31.25,N/A,28.68
,,DLI,9.0279,8.5325,8.2601,N/A,8.2601,N/A,8.3095,N/A,9.0279
,,Illuminance,2015,1838,1740,N/A,1740,N/A,1759,N/A,2015
,,λp (380~780 nm),662,662,662,N/A,662,N/A,662,N/A,662
,,λD (380~780 nm),0,0,0,N/A,0,N/A,0,N/A,0
,,CCT,0,0,0,N/A,0,N/A,0,N/A,0
,,CRI (Ra),0,0,0,N/A,0,N/A,0,N/A,0
,,Ref.,N/A,N/A,N/A,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM
