Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,723,N/A,N/A,N/A,0.015,0.021,0.012,0.030,0.012,0.023
,,724,N/A,N/A,N/A,0.015,0.021,0.011,0.029,0.012,0.022
,,725,N/A,N/A,N/A,0.015,0.021,0.011,0.029,0.012,0.022
,,726,N/A,N/A,N/A,0.015,0.021,0.011,0.028,0.012,0.022
,,727,N/A,N/A,N/A,0.015,0.021,0.011,0.028,0.012,0.022
,,728,N/A,N/A,N/A,0.015,0.022,0.011,0.028,0.012,0.022
,,729,N/A,N/A,N/A,0.015,0.022,0.011,0.028,0.012,0.022
,,730,N/A,N/A,N/A,0.015,0.022,0.011,0.028,0.012,0.022
,,731,N/A,N/A,N/A,0.015,0.021,0.011,0.028,0.012,0.022
,,732,N/A,N/A,N/A,0.015,0.021,0.011,0.027,0.012,0.022
,,733,N/A,N/A,N/A,0.015,0.021,0.010,0.027,0.012,0.022
,,734,N/A,N/A,N/A,0.015,0.021,0.010,0.026,0.012,0.022
,,735,N/A,N/A,N/A,0.015,0.022,0.010,0.026,0.012,0.022
,,736,N/A,N/A,N/A,0.015,0.022,0.010,0.026,0.012,0.023
,,737,N/A,N/A,N/A,0.015,0.022,0.010,0.025,0.012,0.022
,,738,N/A,N/A,N/A,0.015,0.021,0.009,0.024,0.012,0.022
,,739,N/A,N/A,N/A,0.014,0.021,0.009,0.023,0.012,0.022
,,740,N/A,N/A,N/A,0.014,0.021,0.009,0.023,0.012,0.022
,,741,N/A,N/A,N/A,0.014,0.021,0.009,0.023,0.011,0.021
,,742,N/A,N/A,N/A,0.014,0.021,0.009,0.023,0.011,0.021
,,743,N/A,N/A,N/A,0.014,0.021,0.009,0.023,0.011,0.021
,,744,N/A,N/A,N/A,0.014,0.020,0.009,0.023,0.011,0.021
,,745,N/A,N/A,N/A,0.014,0.020,0.009,0.023,0.011,0.021
,,746,N/A,N/A,N/A,0.013,0.020,0.008,0.022,0.011,0.021
,,747,N/A,N/A,N/A,0.013,0.019,0.008,0.022,0.011,0.020
,,748,N/A,N/A,N/A,0.013,0.019,0.008,0.021,0.011,0.020
,,749,N/A,N/A,N/A,0.013,0.019,0.008,0.021,0.010,0.020
,,750,N/A,N/A,N/A,0.012,0.018,0.008,0.021,0.010,0.019
,,751,N/A,N/A,N/A,0.012,0.018,0.008,0.020,0.010,0.019
,,752,N/A,N/A,N/A,0.012,0.018,0.007,0.020,0.010,0.018
,,753,N/A,N/A,N/A,0.012,0.017,0.007,0.019,0.009,0.018
,,754,N/A,N/A,N/A,0.012,0.017,0.007,0.018,0.009,0.017
,,755,N/A,N/A,N/A,0.011,0.017,0.007,0.018,0.009,0.017
,,756,N/A,N/A,N/A,0.011,0.017,0.007,0.018,0.009,0.016
,,757,N/A,N/A,N/A,0.011,0.016,0.007,0.018,0.008,0.016
,,758,N/A,N/A,N/A,0.011,0.016,0.007,0.018,0.008,0.016
,,759,N/A,N/A,N/A,0.011,0.016,0.007,0.018,0.008,0.015
,,760,N/A,N/A,N/A,0.011,0.016,0.007,0.018,0.008,0.015
,,761,N/A,N/A,N/A,0.010,0.015,0.007,0.018,0.008,0.015
,,762,N/A,N/A,N/A,0.010,0.015,0.007,0.018,0.008,0.014
,,763,N/A,N/A,N/A,0.010,0.015,0.007,0.018,0.008,0.014
,,764,N/A,N/A,N/A,0.010,0.015,0.006,0.017,0.007,0.014
,,765,N/A,N/A,N/A,0.010,0.015,0.006,0.017,0.007,0.014
,,766,N/A,N/A,N/A,0.009,0.014,0.006,0.016,0.007,0.013
,,767,N/A,N/A,N/A,0.009,0.014,0.006,0.016,0.007,0.013
,,768,N/A,N/A,N/A,0.009,0.013,0.006,0.015,0.006,0.012
,,769,N/A,N/A,N/A,0.008,0.013,0.006,0.015,0.006,0.012
,,770,N/A,N/A,N/A,0.008,0.012,0.006,0.015,0.006,0.011
,,771,N/A,N/A,N/A,0.008,0.012,0.006,0.015,0.006,0.011
,,772,N/A,N/A,N/A,0.007,0.011,0.005,0.014,0.006,0.011
,,773,N/A,N/A,N/A,0.007,0.011,0.005,0.014,0.005,0.010
,,774,N/A,N/A,N/A,0.007,0.010,0.005,0.013,0.005,0.010
,,775,N/A,N/A,N/A,0.007,0.010,0.005,0.013,0.005,0.009
,,776,N/A,N/A,N/A,0.006,0.010,0.004,0.012,0.005,0.009
,,777,N/A,N/A,N/A,0.006,0.009,0.004,0.011,0.004,0.008
,,778,N/A,N/A,N/A,0.006,0.009,0.004,0.011,0.004,0.008
,,779,N/A,N/A,N/A,0.006,0.009,0.004,0.012,0.004,0.008
,,780,N/A,N/A,N/A,0.006,0.010,0.005,0.013,0.005,0.009
,,PPFD (400 - 700 nm),104.77,78.998,58.999,N/A,58.999,N/A,104.77,N/A,73.227
,,PPFD FR (701 - 780 nm),2.2527,1.9022,1.6746,N/A,1.6746,N/A,2.2527,N/A,1.7794
,,PPFD R (600 - 700 nm),68.784,52.064,38.823,N/A,38.823,N/A,68.784,N/A,48.585
,,PPFD G (500 - 599 nm),7.5328,5.5677,4.3144,N/A,4.3144,N/A,7.5328,N/A,4.8558
,,PPFD B (400 - 499 nm),28.455,21.370,15.864,N/A,15.864,N/A,28.455,N/A,19.790
,,PPFD UV (380 - 399 nm),0.0738,0.0503,0.0359,N/A,0.0359,N/A,0.0738,N/A,0.0413
,,YPFD (400 - 700 nm),91.086,68.687,51.297,N/A,51.297,N/A,91.086,N/A,63.680
,,YPFD (380 - 780 nm),91.591,69.090,51.626,N/A,51.626,N/A,91.591,N/A,64.051
,,YPFD FR (701 - 780 nm),0.4618,0.3721,0.3081,N/A,0.3081,N/A,0.4618,N/A,0.3464
,,YPFD R (600 - 700 nm),63.604,48.128,35.875,N/A,35.875,N/A,63.604,N/A,44.905
,,YPFD G (500 - 599 nm),6.6660,4.9269,3.8178,N/A,3.8178,N/A,6.6660,N/A,4.2967
,,YPFD B (400 - 499 nm),20.824,15.639,11.609,N/A,11.609,N/A,20.824,N/A,14.484
,,YPFD UV (380 - 399 nm),0.0434,0.0296,0.0211,N/A,0.0211,N/A,0.0434,N/A,0.0244
,,R/B,2.46,2.44,2.42,N/A,2.45,N/A,2.42,N/A,2.46
,,R/FR,30.53,27.01,23.18,N/A,23.18,N/A,30.53,N/A,27.31
,,DLI,9.0519,6.8254,5.0975,N/A,5.0975,N/A,9.0519,N/A,6.3268
,,Illuminance,2053,1532,1164,N/A,1164,N/A,2053,N/A,1378
,,λp (380~780 nm),662,662,662,N/A,662,N/A,662,N/A,662
,,λD (380~780 nm),0,0,0,N/A,0,N/A,0,N/A,0
,,CCT,0,0,0,N/A,0,N/A,0,N/A,0
,,CRI (Ra),0,0,0,N/A,0,N/A,0,N/A,0
,,Ref.,N/A,N/A,N/A,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM
