Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd,Test 4 - raw,Test 4 - ppfd
,,665,N/A,N/A,N/A,0.965,1.804,0.963,2.618,0.965,2.344,0.966,1.071
,,666,N/A,N/A,N/A,0.931,1.742,0.928,2.527,0.930,2.264,0.931,1.034
,,667,N/A,N/A,N/A,0.886,1.662,0.884,2.410,0.886,2.160,0.886,0.985
,,668,N/A,N/A,N/A,0.834,1.565,0.831,2.270,0.834,2.035,0.833,0.927
,,669,N/A,N/A,N/A,0.774,1.456,0.772,2.111,0.775,1.894,0.773,0.862
,,670,N/A,N/A,N/A,0.711,1.338,0.708,1.940,0.711,1.742,0.709,0.792
,,671,N/A,N/A,N/A,0.645,1.216,0.643,1.763,0.646,1.584,0.644,0.720
,,672,N/A,N/A,N/A,0.579,1.093,0.577,1.585,0.580,1.425,0.578,0.648
,,673,N/A,N/A,N/A,0.515,0.974,0.513,1.412,0.517,1.271,0.515,0.578
,,674,N/A,N/A,N/A,0.455,0.861,0.453,1.248,0.457,1.125,0.455,0.511
,,675,N/A,N/A,N/A,0.399,0.757,0.397,1.097,0.401,0.990,0.399,0.449
,,676,N/A,N/A,N/A,0.348,0.661,0.347,0.958,0.351,0.866,0.348,0.392
,,677,N/A,N/A,N/A,0.302,0.575,0.301,0.833,0.305,0.754,0.302,0.340
,,678,N/A,N/A,N/A,0.261,0.498,0.260,0.721,0.264,0.653,0.261,0.295
,,679,N/A,N/A,N/A,0.226,0.430,0.224,0.622,0.227,0.564,0.225,0.255
,,680,N/A,N/A,N/A,0.195,0.372,0.193,0.538,0.196,0.487,0.194,0.220
,,681,N/A,N/A,N/A,0.169,0.323,0.167,0.465,0.169,0.422,0.168,0.191
,,682,N/A,N/A,N/A,0.147,0.281,0.145,0.404,0.147,0.366,0.146,0.166
,,683,N/A,N/A,N/A,0.128,0.246,0.127,0.354,0.128,0.319,0.127,0.145
,,684,N/A,N/A,N/A,0.113,0.216,0.111,0.311,0.112,0.280,0.112,0.127
,,685,N/A,N/A,N/A,0.100,0.192,0.098,0.276,0.099,0.247,0.099,0.113
,,686,N/A,N/A,N/A,0.089,0.171,0.088,0.246,0.088,0.220,0.088,0.100
,,687,N/A,N/A,N/A,0.080,0.154,0.079,0.222,0.079,0.198,0.079,0.090
,,688,N/A,N/A,N/A,0.072,0.139,0.072,0.202,0.071,0.179,0.072,0.082
,,689,N/A,N/A,N/A,0.066,0.128,0.066,0.185,0.065,0.164,0.066,0.075
,,690,N/A,N/A,N/A,0.061,0.118,0.061,0.171,0.060,0.152,0.060,0.069
,,691,N/A,N/A,N/A,0.057,0.110,0.056,0.159,0.056,0.141,0.056,0.064
,,692,N/A,N/A,N/A,0.053,0.103,0.053,0.149,0.052,0.131,0.052,0.060
,,693,N/A,N/A,N/A,0.050,0.097,0.049,0.140,0.049,0.123,0.049,0.056
,,694,N/A,N/A,N/A,0.047,0.092,0.046,0.131,0.046,0.116,0.046,0.053
,,695,N/A,N/A,N/A,0.044,0.087,0.044,0.124,0.043,0.110,0.044,0.051
,,696,N/A,N/A,N/A,0.042,0.082,0.041,0.117,0.041,0.104,0.041,0.048
,,697,N/A,N/A,N/A,0.040,0.078,0.039,0.111,0.039,0.099,0.039,0.046
,,698,N/A,N/A,N/A,0.038,0.074,0.037,0.106,0.037,0.093,0.037,0.043
,,699,N/A,N/A,N/A,0.036,0.070,0.035,0.100,0.035,0.088,0.035,0.041
,,700,N/A,N/A,N/A,0.034,0.067,0.033,0.095,0.033,0.084,0.034,0.039
,,701,N/A,N/A,N/A,0.032,0.063,0.031,0.090,0.031,0.079,0.032,0.037
,,702,N/A,N/A,N/A,0.030,0.060,0.030,0.086,0.029,0.075,0.030,0.035
,,703,N/A,N/A,N/A,0.029,0.057,0.028,0.081,0.028,0.071,0.028,0.033
,,704,N/A,N/A,N/A,0.027,0.054,0.027,0.077,0.026,0.068,0.027,0.031
,,705,N/A,N/A,N/A,0.026,0.051,0.025,0.073,0.025,0.064,0.025,0.030
,,706,N/A,N/A,N/A,0.024,0.048,0.024,0.069,0.023,0.060,0.024,0.028
,,707,N/A,N/A,N/A,0.023,0.045,0.022,0.065,0.022,0.057,0.023,0.027
,,708,N/A,N/A,N/A,0.022,0.043,0.021,0.061,0.021,0.054,0.021,0.025
,,709,N/A,N/A,N/A,0.020,0.041,0.020,0.058,0.020,0.051,0.020,0.024
,,710,N/A,N/A,N/A,0.019,0.039,0.019,0.055,0.019,0.048,0.019,0.023
,,711,N/A,N/A,N/A,0.018,0.037,0.018,0.051,0.018,0.046,0.018,0.021
,,712,N/A,N/A,N/A,0.017,0.035,0.017,0.049,0.017,0.043,0.017,0.021
,,713,N/A,N/A,N/A,0.017,0.033,0.016,0.046,0.016,0.041,0.017,0.020
,,714,N/A,N/A,N/A,0.016,0.032,0.015,0.043,0.015,0.039,0.016,0.019
,,715,N/A,N/A,N/A,0.015,0.030,0.014,0.041,0.014,0.037,0.015,0.018
,,716,N/A,N/A,N/A,0.014,0.029,0.014,0.040,0.013,0.035,0.015,0.018
,,717,N/A,N/A,N/A,0.014,0.028,0.013,0.038,0.013,0.034,0.014,0.017
,,718,N/A,N/A,N/A,0.013,0.027,0.012,0.037,0.012,0.032,0.014,0.016
,,719,N/A,N/A,N/A,0.013,0.026,0.012,0.035,0.012,0.031,0.013,0.016
,,720,N/A,N/A,N/A,0.013,0.026,0.012,0.034,0.011,0.030,0.013,0.016
,,721,N/A,N/A,N/A,0.012,0.025,0.011,0.033,0.011,0.029,0.013,0.015
,,722,N/A,N/A,N/A,0.012,0.024,0.011,0.032,0.011,0.028,0.012,0.015
,,723,N/A,N/A,N/A,0.011,0.023,0.011,0.031,0.011,0.028,0.012,0.015
,,724,N/A,N/A,N/A,0.011,0.023,0.010,0.031,0.010,0.028,0.012,0.015
,,725,N/A,N/A,N/A,0.011,0.023,0.010,0.031,0.010,0.028,0.012,0.015
,,726,N/A,N/A,N/A,0.011,0.023,0.010,0.031,0.010,0.027,0.012,0.015
,,727,N/A,N/A,N/A,0.011,0.022,0.010,0.031,0.010,0.027,0.012,0.015
,,728,N/A,N/A,N/A,0.011,0.022,0.010,0.031,0.010,0.027,0.012,0.014
,,729,N/A,N/A,N/A,0.011,0.022,0.010,0.031,0.010,0.027,0.012,0.014
,,730,N/A,N/A,N/A,0.011,0.022,0.010,0.031,0.010,0.027,0.012,0.014
,,731,N/A,N/A,N/A,0.011,0.022,0.010,0.031,0.010,0.028,0.011,0.014
,,732,N/A,N/A,N/A,0.011,0.022,0.010,0.031,0.011,0.028,0.011,0.014
,,733,N/A,N/A,N/A,0.011,0.023,0.010,0.031,0.011,0.029,0.011,0.014
,,734,N/A,N/A,N/A,0.011,0.023,0.010,0.031,0.011,0.029,0.011,0.014
,,735,N/A,N/A,N/A,0.011,0.023,0.010,0.031,0.011,0.028,0.011,0.014
,,736,N/A,N/A,N/A,0.011,0.023,0.010,0.030,0.010,0.028,0.011,0.014
,,737,N/A,N/A,N/A,0.011,0.023,0.010,0.030,0.010,0.028,0.011,0.014
,,738,N/A,N/A,N/A,0.011,0.022,0.009,0.029,0.010,0.027,0.011,0.014
,,739,N/A,N/A,N/A,0.011,0.022,0.009,0.028,0.010,0.027,0.011,0.014
,,740,N/A,N/A,N/A,0.011,0.022,0.009,0.027,0.010,0.026,0.011,0.014
,,741,N/A,N/A,N/A,0.011,0.022,0.009,0.026,0.009,0.026,0.011,0.014
,,742,N/A,N/A,N/A,0.010,0.022,0.008,0.025,0.009,0.025,0.011,0.013
,,743,N/A,N/A,N/A,0.010,0.021,0.008,0.025,0.009,0.024,0.011,0.013
,,744,N/A,N/A,N/A,0.010,0.021,0.008,0.024,0.009,0.024,0.011,0.013
,,745,N/A,N/A,N/A,0.010,0.021,0.008,0.023,0.009,0.023,0.010,0.013
,,746,N/A,N/A,N/A,0.010,0.020,0.008,0.023,0.008,0.023,0.010,0.012
,,747,N/A,N/A,N/A,0.009,0.020,0.007,0.023,0.008,0.023,0.010,0.012
,,748,N/A,N/A,N/A,0.009,0.019,0.007,0.022,0.008,0.022,0.010,0.012
,,749,N/A,N/A,N/A,0.009,0.019,0.007,0.023,0.008,0.022,0.009,0.012
,,750,N/A,N/A,N/A,0.009,0.019,0.007,0.022,0.008,0.022,0.009,0.011
,,751,N/A,N/A,N/A,0.009,0.018,0.007,0.022,0.008,0.022,0.009,0.011
,,752,N/A,N/A,N/A,0.008,0.018,0.007,0.022,0.008,0.022,0.009,0.011
,,753,N/A,N/A,N/A,0.008,0.018,0.007,0.021,0.008,0.021,0.008,0.011
,,754,N/A,N/A,N/A,0.008,0.017,0.007,0.021,0.008,0.021,0.008,0.010
,,755,N/A,N/A,N/A,0.008,0.017,0.007,0.022,0.008,0.021,0.008,0.010
,,756,N/A,N/A,N/A,0.008,0.017,0.007,0.022,0.007,0.020,0.008,0.010
,,757,N/A,N/A,N/A,0.008,0.016,0.007,0.021,0.007,0.020,0.008,0.010
,,758,N/A,N/A,N/A,0.007,0.016,0.007,0.021,0.007,0.020,0.007,0.009
,,759,N/A,N/A,N/A,0.007,0.016,0.007,0.021,0.007,0.020,0.007,0.009
,,760,N/A,N/A,N/A,0.007,0.016,0.007,0.021,0.007,0.020,0.007,0.009
,,761,N/A,N/A,N/A,0.007,0.016,0.007,0.021,0.007,0.020,0.007,0.009
,,762,N/A,N/A,N/A,0.007,0.016,0.007,0.021,0.007,0.019,0.007,0.009
,,763,N/A,N/A,N/A,0.007,0.016,0.007,0.021,0.007,0.019,0.007,0.009
,,764,N/A,N/A,N/A,0.007,0.016,0.006,0.020,0.007,0.019,0.006,0.008
,,765,N/A,N/A,N/A,0.007,0.016,0.006,0.020,0.007,0.018,0.006,0.008
,,766,N/A,N/A,N/A,0.007,0.015,0.006,0.019,0.006,0.017,0.006,0.008
,,767,N/A,N/A,N/A,0.007,0.015,0.006,0.018,0.006,0.017,0.006,0.007
,,768,N/A,N/A,N/A,0.007,0.015,0.006,0.018,0.006,0.016,0.006,0.007
,,769,N/A,N/A,N/A,0.007,0.014,0.006,0.018,0.006,0.016,0.005,0.007
,,770,N/A,N/A,N/A,0.007,0.014,0.006,0.018,0.005,0.015,0.005,0.007
,,771,N/A,N/A,N/A,0.006,0.014,0.006,0.018,0.005,0.015,0.005,0.007
,,772,N/A,N/A,N/A,0.006,0.013,0.006,0.018,0.005,0.014,0.005,0.006
,,773,N/A,N/A,N/A,0.006,0.013,0.006,0.018,0.005,0.014,0.005,0.006
,,774,N/A,N/A,N/A,0.006,0.013,0.006,0.018,0.005,0.013,0.005,0.006
,,775,N/A,N/A,N/A,0.006,0.013,0.006,0.018,0.005,0.013,0.005,0.006
,,776,N/A,N/A,N/A,0.006,0.013,0.005,0.017,0.004,0.013,0.005,0.007
,,777,N/A,N/A,N/A,0.006,0.013,0.005,0.016,0.004,0.012,0.005,0.007
,,778,N/A,N/A,N/A,0.006,0.013,0.005,0.015,0.004,0.012,0.005,0.007
,,779,N/A,N/A,N/A,0.006,0.014,0.005,0.015,0.005,0.013,0.006,0.007
,,780,N/A,N/A,N/A,0.006,0.014,0.005,0.014,0.005,0.014,0.006,0.008
,,PPFD (400 - 700 nm),121.37,89.614,48.746,N/A,82.413,N/A,121.37,N/A,105.92,N/A,48.746
,,PPFD FR (701 - 780 nm),2.5921,2.0028,1.1449,N/A,1.9380,N/A,2.5921,N/A,2.3363,N/A,1.1449
,,PPFD R (600 - 700 nm),80.331,59.821,32.547,N/A,55.078,N/A,80.331,N/A,71.326,N/A,32.547
,,PPFD G (500 - 599 nm),8.2150,5.7423,3.0604,N/A,5.3183,N/A,8.2150,N/A,6.3758,N/A,3.0604
,,PPFD B (400 - 499 nm),32.832,24.055,13.141,N/A,22.021,N/A,32.832,N/A,28.227,N/A,13.141
,,PPFD UV (380 - 399 nm),0.0841,0.0587,0.0341,N/A,0.0550,N/A,0.0841,N/A,0.0616,N/A,0.0341
,,YPFD (400 - 700 nm),105.48,77.909,42.365,N/A,71.661,N/A,105.48,N/A,92.130,N/A,42.365
,,YPFD (380 - 780 nm),106.06,78.347,42.615,N/A,72.076,N/A,106.06,N/A,92.639,N/A,42.615
,,YPFD FR (701 - 780 nm),0.5304,0.4034,0.2283,N/A,0.3825,N/A,0.5304,N/A,0.4723,N/A,0.2283
,,YPFD R (600 - 700 nm),74.198,55.237,30.048,N/A,50.852,N/A,74.198,N/A,65.848,N/A,30.048
,,YPFD G (500 - 599 nm),7.2686,5.0797,2.7069,N/A,4.7045,N/A,7.2686,N/A,5.6386,N/A,2.7069
,,YPFD B (400 - 499 nm),24.021,17.600,9.6145,N/A,16.111,N/A,24.021,N/A,20.652,N/A,9.6145
,,YPFD UV (380 - 399 nm),0.0494,0.0346,0.0204,N/A,0.0324,N/A,0.0494,N/A,0.0364,N/A,0.0204
,,R/B,2.53,2.49,2.45,N/A,2.50,N/A,2.45,N/A,2.53,N/A,2.48
,,R/FR,30.99,29.59,28.42,N/A,28.42,N/A,30.99,N/A,30.53,N/A,28.43
,,DLI,10.487,7.7426,4.2116,N/A,7.1205,N/A,10.487,N/A,9.1518,N/A,4.2116
,,Illuminance,2303,1655,891,N/A,1528,N/A,2303,N/A,1900,N/A,891
,,λp (380~780 nm),663,662,662,N/A,662,N/A,662,N/A,663,N/A,663
,,λD (380~780 nm),0,0,0,N/A,0,N/A,0,N/A,0,N/A,0
,,CCT,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0
,,CRI (Ra),0,0,0,N/A,0,N/A,0,N/A,0,N/A,0
,,Ref.,N/A,N/A,N/A,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM
