Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,723,N/A,N/A,N/A,0.012,0.024,0.014,0.021,0.014,0.020
,,724,N/A,N/A,N/A,0.012,0.024,0.014,0.021,0.014,0.020
,,725,N/A,N/A,N/A,0.012,0.024,0.013,0.021,0.014,0.020
,,726,N/A,N/A,N/A,0.012,0.024,0.013,0.021,0.014,0.020
,,727,N/A,N/A,N/A,0.012,0.023,0.013,0.021,0.014,0.020
,,728,N/A,N/A,N/A,0.012,0.023,0.013,0.021,0.014,0.020
,,729,N/A,N/A,N/A,0.012,0.023,0.013,0.021,0.014,0.020
,,730,N/A,N/A,N/A,0.012,0.023,0.013,0.021,0.014,0.020
,,731,N/A,N/A,N/A,0.012,0.023,0.013,0.021,0.014,0.020
,,732,N/A,N/A,N/A,0.012,0.023,0.013,0.021,0.014,0.020
,,733,N/A,N/A,N/A,0.012,0.023,0.013,0.021,0.014,0.020
,,734,N/A,N/A,N/A,0.012,0.023,0.014,0.022,0.014,0.020
,,735,N/A,N/A,N/A,0.012,0.023,0.014,0.022,0.014,0.020
,,736,N/A,N/A,N/A,0.012,0.023,0.014,0.022,0.014,0.020
,,737,N/A,N/A,N/A,0.012,0.023,0.014,0.022,0.014,0.020
,,738,N/A,N/A,N/A,0.012,0.023,0.014,0.022,0.014,0.020
,,739,N/A,N/A,N/A,0.011,0.022,0.014,0.022,0.014,0.020
,,740,N/A,N/A,N/A,0.011,0.022,0.014,0.022,0.014,0.020
,,741,N/A,N/A,N/A,0.011,0.022,0.014,0.022,0.014,0.020
,,742,N/A,N/A,N/A,0.011,0.022,0.014,0.022,0.014,0.020
,,743,N/A,N/A,N/A,0.011,0.022,0.014,0.022,0.014,0.020
,,744,N/A,N/A,N/A,0.011,0.021,0.013,0.021,0.014,0.020
,,745,N/A,N/A,N/A,0.011,0.021,0.013,0.021,0.014,0.019
,,746,N/A,N/A,N/A,0.010,0.020,0.013,0.021,0.013,0.019
,,747,N/A,N/A,N/A,0.010,0.020,0.013,0.020,0.013,0.019
,,748,N/A,N/A,N/A,0.010,0.020,0.012,0.020,0.013,0.019
,,749,N/A,N/A,N/A,0.010,0.020,0.012,0.019,0.013,0.018
,,750,N/A,N/A,N/A,0.010,0.020,0.012,0.019,0.012,0.018
,,751,N/A,N/A,N/A,0.010,0.019,0.011,0.018,0.012,0.018
,,752,N/A,N/A,N/A,0.010,0.019,0.011,0.018,0.012,0.017
,,753,N/A,N/A,N/A,0.009,0.018,0.011,0.018,0.012,0.017
,,754,N/A,N/A,N/A,0.009,0.017,0.011,0.017,0.012,0.017
,,755,N/A,N/A,N/A,0.009,0.017,0.011,0.017,0.012,0.017
,,756,N/A,N/A,N/A,0.008,0.017,0.010,0.017,0.011,0.016
,,757,N/A,N/A,N/A,0.008,0.016,0.010,0.017,0.011,0.016
,,758,N/A,N/A,N/A,0.008,0.016,0.010,0.016,0.011,0.016
,,759,N/A,N/A,N/A,0.008,0.016,0.010,0.016,0.010,0.015
,,760,N/A,N/A,N/A,0.008,0.015,0.010,0.016,0.010,0.015
,,761,N/A,N/A,N/A,0.007,0.015,0.010,0.016,0.010,0.015
,,762,N/A,N/A,N/A,0.007,0.014,0.009,0.015,0.010,0.015
,,763,N/A,N/A,N/A,0.007,0.014,0.009,0.015,0.010,0.014
,,764,N/A,N/A,N/A,0.007,0.014,0.009,0.015,0.009,0.014
,,765,N/A,N/A,N/A,0.007,0.014,0.009,0.015,0.009,0.013
,,766,N/A,N/A,N/A,0.007,0.014,0.009,0.014,0.009,0.013
,,767,N/A,N/A,N/A,0.007,0.013,0.009,0.014,0.008,0.012
,,768,N/A,N/A,N/A,0.007,0.013,0.008,0.014,0.008,0.012
,,769,N/A,N/A,N/A,0.007,0.013,0.008,0.013,0.008,0.011
,,770,N/A,N/A,N/A,0.007,0.013,0.008,0.013,0.007,0.011
,,771,N/A,N/A,N/A,0.006,0.013,0.008,0.013,0.007,0.011
,,772,N/A,N/A,N/A,0.006,0.013,0.008,0.013,0.007,0.011
,,773,N/A,N/A,N/A,0.006,0.012,0.007,0.012,0.007,0.010
,,774,N/A,N/A,N/A,0.006,0.012,0.007,0.012,0.007,0.010
,,775,N/A,N/A,N/A,0.006,0.012,0.007,0.011,0.007,0.010
,,776,N/A,N/A,N/A,0.005,0.010,0.006,0.010,0.007,0.010
,,777,N/A,N/A,N/A,0.004,0.009,0.006,0.010,0.007,0.010
,,778,N/A,N/A,N/A,0.004,0.009,0.006,0.009,0.006,0.009
,,779,N/A,N/A,N/A,0.005,0.009,0.006,0.010,0.006,0.009
,,780,N/A,N/A,N/A,0.005,0.010,0.006,0.010,0.006,0.009
,,PPFD (400 - 700 nm),77.323,65.958,56.650,N/A,77.323,N/A,63.901,N/A,56.650
,,PPFD FR (701 - 780 nm),1.8873,1.7453,1.6155,N/A,1.8873,N/A,1.7330,N/A,1.6155
,,PPFD R (600 - 700 nm),51.308,43.614,37.656,N/A,51.308,N/A,41.876,N/A,37.656
,,PPFD G (500 - 599 nm),5.3834,4.7328,4.1241,N/A,5.3834,N/A,4.6909,N/A,4.1241
,,PPFD B (400 - 499 nm),20.635,17.614,14.872,N/A,20.635,N/A,17.336,N/A,14.872
,,PPFD UV (380 - 399 nm),0.0494,0.0407,0.0267,N/A,0.0494,N/A,0.0461,N/A,0.0267
,,YPFD (400 - 700 nm),67.226,57.333,49.277,N/A,67.226,N/A,55.497,N/A,49.277
,,YPFD (380 - 780 nm),67.629,57.690,49.593,N/A,67.629,N/A,55.847,N/A,49.593
,,YPFD FR (701 - 780 nm),0.3738,0.3321,0.2999,N/A,0.3738,N/A,0.3227,N/A,0.2999
,,YPFD R (600 - 700 nm),47.365,40.257,34.744,N/A,47.365,N/A,38.661,N/A,34.744
,,YPFD G (500 - 599 nm),4.7621,4.1879,3.6504,N/A,4.7621,N/A,4.1512,N/A,3.6504
,,YPFD B (400 - 499 nm),15.104,12.894,10.887,N/A,15.104,N/A,12.690,N/A,10.887
,,YPFD UV (380 - 399 nm),0.0290,0.0240,0.0160,N/A,0.0290,N/A,0.0271,N/A,0.0160
,,R/B,2.53,2.48,2.42,N/A,2.49,N/A,2.42,N/A,2.53
,,R/FR,27.19,24.89,23.31,N/A,27.19,N/A,24.16,N/A,23.31
,,DLI,6.6807,5.6988,4.8945,N/A,6.6807,N/A,5.5210,N/A,4.8945
,,Illuminance,1476,1276,1103,N/A,1476,N/A,1251,N/A,1103
,,λp (380~780 nm),663,663,663,N/A,663,N/A,663,N/A,663
,,λD (380~780 nm),0,0,0,N/A,0,N/A,0,N/A,0
,,CCT,0,0,0,N/A,0,N/A,0,N/A,0
,,CRI (Ra),0,0,0,N/A,0,N/A,0,N/A,0
,,Ref.,N/A,N/A,N/A,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM
